,so_ky_hieu,ngay_ban_hanh,trich_yeu,hieu_luc,pdf
1226,3722/UBND-NC,04/08/2020,"phối hợp giải quyết hồ sơ, thủ tục đối với chuyên gia nước ngoài nhập cảnh vào làm việc tại bình dương.",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4235/3722-NC.signed.pdf
1227,2162/QĐ-UBND,04/08/2020,"về việc công nhận quyền sử dụng đất như giao đất không thu tiền sử dụng đất cho trạm y tế xã an thái tại xã an thái, huyện phú giáo.",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4078/2162-QD.signed.pdf
1228,173/TB-UBND,04/08/2020,về chương trình làm việc tháng 8/2020 của ủy ban nhân dân tỉnh,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4080/173-tb.signed.pdf
1229,2163/QĐ-UBND,03/08/2020,"về việc thu hồi đất của công ty cổ phần cao su phước hòa để thực hiện dự án trung tâm văn hóa xã tân định (giai đoạn 1) và phần đất dự trữ xây dựng trường thcs tân định (bồi thường, hỗ trợ) tại xã tân định, huyện bắc tân uyên.",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4079/2163-QD.signed.pdf
1230,3686/UBND-BTCD,31/07/2020,tạm hoãn công tác tiếp công dân định kỳ của lãnh đạo ubnd tỉnh.,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4076/3686-BTCD.signed.pdf
1231,3678/UBND-TH,31/07/2020,phân công trả lời kiến nghị của cử tri sau kỳ họp thứ chín - quốc hội khóa xiv.,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4077/3678-TH.signed.pdf
1232,3677/UBND-VX,31/07/2020,"về việc thực hiện thông báo số 262/tb-vpcp ngày 29/7/2020 về kết luận của thủ tướng nguyễn xuân phúc tại cuộc họp thường trực chính phủ về công tác phòng, chống dịch covid-19.",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4081/3677-VX.signed.pdf
1233,3647/UBND-VX,30/07/2020,"hướng dẫn trình tự thực hiện xã hội hóa theo nghị định 69/2008/nđ-cp, 59/2014/nđ-cp trên địa bàn tỉnh bình dương.",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4075/3647-VX.signed.pdf
1234,2056/QĐ-UBND,29/07/2020,"cho phép công ty tnhh thương mại và tư vấn ngọc điền chuyển mục đích sử dụng đất để thực hiện dự án khu nhà ở cao cấp đỗ gia (ruby castle) tại phường thuận giao, thành phố thuận an.     ",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4071/2056-QD.signed.pdf
1235,2040/QĐ-UBND,28/07/2020,"công bố thủ tục hành chính sửa đổi, bổ sung, bãi bỏ trong các lĩnh vực quốc tịch, đăng ký biện pháp bảo đảm, chứng thực và phổ biến, giáo dục pháp luật thuộc phạm vi chức năng quản lý của sở tư pháp; thẩm quyền giải quyết của ubnd cấp huyện, ubnd cấp xã.",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4068/2040-QD.signed.pdf
1236,3583/UBND-VX,28/07/2020,triển khai thực hiện quyết định số 20/2020/qđ-ttg của thủ tướng chính phủ. ,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4074/3583-VX.signed.pdf
1237,2046/QĐ-UBND,28/07/2020,điều chỉnh danh mục quỹ đất do nhà nước quản lý trên địa bàn tỉnh kèm theo quyết định số 691/qđ-ubnd ngày 19/3/2018 của ubnd tỉnh đối với một số khu đất trên địa bàn thị xã tân uyên.,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4073/2046-QD.signed.pdf
1238,2045/QĐ-UBND,28/07/2020,"công nhận quyền sử dụng đất như giao đất không thu tiền sử dụng đất cho trạm y tế thị trấn phước vĩnh tại thị trấn phước vĩnh, huyện phú giáo.",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4072/2045-QD.signed.pdf
1239,2043/QĐ-UBND,28/07/2020,"điều chỉnh loại đất tại phụ lục kèm theo quyết định số 4002/qđ-ubnd ngày 30/12/2019 của ubnd tỉnh đối với dự án khu nhà ở hoàng lộc - phú chánh tại phường phú chánh, thị xã tân uyên.",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4070/2046-QD.signed.pdf
1240,2040/QĐ-UBND,28/07/2020,"công bố thủ tục hành chính sửa đổi, bổ sung, bãi bỏ trong các lĩnh vực quốc tịch, đăng ký biện pháp bảo đảm, chứng thực và phổ biến, giáo dục pháp luật thuộc phạm vi chức năng quản lý của sở tư pháp; thẩm quyền giải quyết của ubnd cấp huyện, ubnd cấp xã.",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4068/2040-QD.signed.pdf
1241,3564/UBND-VX,27/07/2020,thực hiện văn bản số 3908/byt-dp ngày 22/7/2020 của bộ y tế.,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4069/3564-VX.signed.pdf
1242,3552/UBND-VX,27/07/2020,thực hiện thông báo 253/tb-vpcp ngày 25/7/2020 của văn phòng chính phủ.,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4054/3552-VX.signed.pdf
1243,2029/QĐ-UBND,27/07/2020,"thu hồi đất của bộ tư lệnh quân đoàn 4 (nông trường đồng sen) tại xã an bình, huyện phú giáo; giao đất cho ubnd huyện phú giáo và ubnd xã an bình, huyện phú giáo quản lý, sử dụng.",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4066/2029-QD.signed.pdf
1244,2024/QĐ-UBND,27/07/2020,"cho phép doanh nghiệp tư nhân xăng dầu nguyễn hoàng gia hạn thời hạn sử dụng đất, chuyển mục đích sử dụng đất tại phường bình hòa, thành phố thuận an.",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4064/2024-QD.signed.pdf
1245,134/KH-BCĐ,27/07/2020,kế hoạch tổ chức kỳ thi tốt nghiệp trung học phổ thông năm 2020 tại tỉnh bình dương.,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4065/134-BCD.signed.pdf
1246,1987/QĐ-UBND,23/07/2020,"cho phép công ty tnhh đỉnh cường chuyển mục đích sử dụng đất từ đất cơ sở sản xuất phi nông nghiệp sang đất thương mại, dịch vụ tại phường an bình, thành phố dĩ an.",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4057/1987-QD.signed.pdf
1247,1981/QĐ-UBND,23/07/2020,"thành lập các khu cách ly y tế tập trung phòng, chống dịch bệnh covid-19 tại khách sạn có thu phí trên địa bàn tỉnh bình dương.",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4055/1981-QD.signed.pdf
1248,3526/UBND-KT,23/07/2020,tăng cường tuyên truyền nâng cao nhận thức và kỹ năng về phòng chống thiên tai.,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4063/3526-KT.signed.pdf
1249,2006/QĐ-UBND,23/07/2020,"cho phép công ty cổ phần đầu tư và phát triển thuận lợi chuyển mục đích sử dụng đất để thực hiện dự án chung cư thuận giao tại phường thuận giao, thành phố thuận an.",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4060/2006-QD.signed.pdf
1250,1991/QĐ-UBND,23/07/2020,"công nhận quyền sử dụng đất như giao đất không thu tiền sử dụng đất cho trạm y tế xã an linh tại xã an linh, huyện phú giáo.",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4059/1991-QD.signed.pdf
1251,1990/QĐ-UBND,23/07/2020,"điều chỉnh điều 1 tại quyết định số 53/qđ-ubnd ngày 08/01/2020 của ủy ban nhân dân tỉnh về việc cho phép công ty cổ phần nước – môi trường bình dương chuyển mục đích sử dụng đất tại phường uyên hưng, thị xã tân uyên.",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4058/1990-QD.signed.pdf
1252,1989/QĐ-UBND,23/07/2020,"công nhận quyền sử dụng đất như giao đất không thu tiền sử dụng đất cho văn phòng hội đồng nhân dân - ubnd huyện phú giáo tại thị trấn phước vĩnh, huyện phú giáo.",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4062/1989-QD.signed.pdf
1253,1988/QĐ-UBND,23/07/2020,"cho phép công ty tnhh đỉnh cường chuyển mục đích sử dụng đất từ đất cơ sở sản xuất phi nông nghiệp sang đất thương mại, dịch vụ tại phường an bình, thành phố dĩ an.",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4061/1988-QD.signed.pdf
1254,1987/QĐ-UBND,23/07/2020,"cho phép công ty tnhh đỉnh cường chuyển mục đích sử dụng đất từ đất cơ sở sản xuất phi nông nghiệp sang đất thương mại, dịch vụ tại phường an bình, thành phố dĩ an.",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4057/1987-QD.signed.pdf
1255,1981/QĐ-UBND,23/07/2020,"thành lập các khu cách ly y tế tập trung phòng, chống dịch bệnh covid-19 tại khách sạn có thu phí trên địa bàn tỉnh bình dương.",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4055/1981-QD.signed.pdf
1256,1952/QĐ-UBND,20/07/2020,"thu hồi đất của công ty cổ phần cảng thạnh phước tại phường thạnh phước, thị xã tân uyên; giao ủy ban nhân dân thị xã tân uyên quản lý để giao đất tái định cư dự án khu tái định cư cảng thạnh phước.",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4051/1952-QD.signed.pdf
1257,3405/UBND-KT,17/07/2020,tổ chức cuộc thi báo chí viết về nông thôn mới và cuộc thi ảnh về nông thôn mới giai đoạn 2010-2020.,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4052/3405-KT.signed.pdf
1258,1913/QĐ-UBND,17/07/2020,công nhận quyền sử dụng đất như giao đất không thu tiền sử dụng đất cho ubnd xã lạc an.,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4044/1913-QD.signed.pdf
1259,1912/QĐ-UBND,17/07/2020,"công nhận quyền sử dụng đất như giao đất không thu tiền sử dụng đất cho trạm y tế xã phước sang tại xã phước sang, huyện phú giáo.",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4045/1912-qd.signed.pdf
1260,1762/QĐ-UBND,03/07/2020,"cho phép công ty tnhh gạch ngói đồng tâm số 17 gia hạn thời gian thuê đất tại phường khánh bình, thị xã tân uyên.",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4035/1762-QD.signed.pdf
1261,135/TB-UBND,03/07/2020,"điều chỉnh, bổ sung nhiệm vụ công tác của chủ tịch, phó chủ tịch ubnd tỉnh bình dương khóa ix, nhiệm kỳ 2016-2021.",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4030/135-TB.signed.pdf
1262,3146/UBND-VX,02/07/2020,"thẩm định các dự án, hoạt động ứng dụng công nghệ thông tin nguồn vốn ngân sách nhà nước.",Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4034/3146-VX.signed.pdf
1263,1743/QĐ-UBND,02/07/2020,công nhận quyền sử dụng đất với hình thức giao đất không thu tiền sử dụng đất cho ubnd xã tân long.,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4378/1743-QD.signed.pdf
1264,130/TB-UBND,02/07/2020,kết luận của chủ tịch ubnd tỉnh trần thanh liêm tại phiên họp thường kỳ tháng 6/2020 - ubnd tỉnh khóa ix.,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4031/130-TB.signed.pdf
1265,3137/KH-UBND,01/07/2020,thực hiện tháng hành động vì người cao tuổi việt nam trên địa bàn tỉnh năm 2020.,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4026/3137-KH.signed.pdf
1266,3130/UBND-NC,01/07/2020,hướng dẫn hưởng ứng ngày pháp luật việt nam 9/11/2020.,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4025/3130-NC.signed.pdf
1267,3129/KH-UBND,01/07/2020,tuyên truyền các phong trào thi đua yêu nước và nhân rộng điển hình tiên tiến tỉnh bình dương giai đoạn 2020 - 2025.,Văn bản đang có hiệu lực,https://www.binhduong.gov.vn/_layouts/LacVietBio/LacViet.DichVuCong/Pages/DownloadFilePage.aspx?FileUrl=https://www.binhduong.gov.vn/chinhquyen/Lists/VanBanChiDaoDieuHanh/Attachments/4027/3129-KH.signed.pdf
